PassengerId,Survived_pred,Prob
892,0,0.11012956927744812
893,0,0.38750400185626666
894,0,0.10343986340946569
895,0,0.11746129765830689
896,0,0.4462486439969433
897,0,0.11876256309607601
898,1,0.7062457242815924
899,0,0.1893683050585403
900,1,0.757494961636534
901,0,0.10050512867200435
902,0,0.11709647505450593
903,0,0.15304327808062387
904,1,0.9235070689607938
905,0,0.12013546867859902
906,1,0.9095540195181069
907,1,0.891381019888408
908,0,0.1166434850269278
909,0,0.16796746834194826
910,0,0.42221660982849996
911,1,0.6228154413122118
912,0,0.3389336150724433
913,1,0.5223998590559021
914,1,0.905208947473196
915,0,0.4426389405543352
916,1,0.9622398814209057
917,0,0.08991188323812144
918,1,0.9409925127169829
919,0,0.16796746834194826
920,0,0.388307084419244
921,0,0.1164488511965193
922,0,0.11494865509139984
923,0,0.20071044545518082
924,0,0.4781441109482776
925,0,0.35920741380098775
926,0,0.4631354705624634
927,0,0.16796746834194826
928,0,0.42221660982849996
929,0,0.42221660982849996
930,0,0.11746129765830689
931,1,0.5195911765917275
932,0,0.133253059918774
933,0,0.3215977148483049
934,0,0.11576008380703012
935,1,0.8475934701098401
936,1,0.9402109569036923
937,0,0.12070246475531274
938,0,0.4147702005407068
939,0,0.10423850266473998
940,1,0.9190643990765192
941,1,0.5096353294892574
942,0,0.321871838601698
943,0,0.14437533758177598
944,1,0.8659999417326689
945,1,0.8954076966283326
946,0,0.1484000335327015
947,0,0.07109196517684907
948,0,0.11576008380703012
949,0,0.11709647505450593
950,0,0.13335517136123679
951,1,0.9362195490231656
952,0,0.11709647505450593
953,0,0.12256116352564222
954,0,0.11709647505450593
955,1,0.7274266025973909
956,0,0.23682144079258335
957,1,0.8634458336669258
958,1,0.7059206122935436
959,0,0.23899042963340153
960,0,0.2873532998962386
961,1,0.8387703698485359
962,1,0.7059206122935436
963,0,0.11709647505450593
964,0,0.42221660982849996
965,0,0.2873532998962386
966,1,0.9362195490231656
967,0,0.283477997012319
968,0,0.11746129765830689
969,1,0.942869926480031
970,0,0.12256116352564222
971,1,0.7059206122935436
972,1,0.8788925992270503
973,0,0.11591850845833704
974,0,0.28841779858078176
975,0,0.11709647505450593
976,0,0.10635882466828388
977,0,0.10659903013470634
978,1,0.7059206122935436
979,0,0.42221660982849996
980,1,0.7059206122935436
981,1,0.9217627407009812
982,0,0.3985609317681536
983,0,0.11709647505450593
984,1,0.8793342844183841
985,0,0.11746129765830689
986,0,0.24823763025727383
987,0,0.11709647505450593
988,1,0.9692770949387528
989,0,0.12070246475531274
990,0,0.4756427652839743
991,0,0.11746129765830689
992,1,0.9450005254202939
993,0,0.12562207993483016
994,0,0.10423850266473998
995,0,0.11709647505450593
996,1,0.6543842031661765
997,0,0.12406474912778068
998,0,0.10423850266473998
999,0,0.10423850266473998
1000,0,0.11746129765830689
1001,0,0.12256116352564222
1002,0,0.11013351986113873
1003,1,0.7059206122935436
1004,1,0.9125416280749569
1005,1,0.7201471565465131
1006,1,0.9465614016265482
1007,0,0.1399147166919737
1008,0,0.11137817744538785
1009,1,0.7249045090895069
1010,0,0.3977468956265974
1011,1,0.8857457632710559
1012,1,0.8924694091474019
1013,0,0.10423850266473998
1014,1,0.936895283246548
1015,0,0.11709647505450593
1016,0,0.10423850266473998
1017,1,0.5199654625641535
1018,0,0.11709647505450593
1019,1,0.6690121608119386
1020,0,0.12256116352564222
1021,0,0.11746129765830689
1022,0,0.11746129765830689
1023,0,0.15175643613774442
1024,0,0.1765065921824339
1025,0,0.11693642980415987
1026,0,0.11576008380703012
1027,0,0.11709647505450593
1028,0,0.16796746834194826
1029,0,0.12256116352564222
1030,0,0.42221660982849996
1031,0,0.13393403345180757
1032,0,0.16233199129198433
1033,1,0.9226998002555667
1034,0,0.18788859151127008
1035,0,0.12562207993483016
1036,0,0.3215977148483049
1037,0,0.15561030162238515
1038,0,0.2672415148236223
1039,0,0.11746129765830689
1040,0,0.3215977148483049
1041,0,0.12562207993483016
1042,1,0.9409925127169829
1043,0,0.12897368232486173
1044,0,0.08378369336917774
1045,0,0.4462486439969433
1046,0,0.15099788185333832
1047,0,0.11709647505450593
1048,1,0.9226998002555667
1049,0,0.4756427652839743
1050,0,0.3215977148483049
1051,0,0.4462486439969433
1052,1,0.7135595042242846
1053,1,0.6827341180896264
1054,1,0.8475934701098401
1055,0,0.1015621200754387
1056,0,0.12256116352564222
1057,0,0.4781441109482776
1058,0,0.4654876265706911
1059,0,0.17635812341511792
1060,1,0.8869837432268527
1061,0,0.42221660982849996
1062,0,0.11709647505450593
1063,0,0.16796746834194826
1064,0,0.10770295964538076
1065,0,0.12897368232486173
1066,0,0.16930090646660345
1067,1,0.8749410280568571
1068,1,0.8952211401065813
1069,0,0.46999126855405765
1070,1,0.8749410280568571
1071,1,0.942332678833538
1072,0,0.12256116352564222
1073,0,0.4052837973621335
1074,1,0.9402109569036923
1075,0,0.10423850266473998
1076,1,0.9247784989292004
1077,0,0.1350111459345409
1078,1,0.8634458336669258
1079,0,0.09501962875935359
1080,0,0.21868312326951214
1081,0,0.12256116352564222
1082,0,0.12562207993483016
1083,0,0.1782644728784585
1084,0,0.37922138273499595
1085,0,0.10663988320497204
1086,1,0.5634192412782988
1087,0,0.11576008380703012
1088,1,0.783333956209212
1089,0,0.4756427652839743
1090,0,0.11944346673555561
1091,0,0.42221660982849996
1092,1,0.7333537338619935
1093,1,0.9047214065988143
1094,0,0.2582509185378375
1095,1,0.9052217502404687
1096,0,0.11944346673555561
1097,0,0.18053128650525188
1098,1,0.6984942004363048
1099,0,0.11944346673555561
1100,1,0.8869837432268527
1101,0,0.11709647505450593
1102,0,0.12406474912778068
1103,0,0.1015621200754387
1104,0,0.22104778838700365
1105,1,0.8710701768620631
1106,0,0.4189790609766463
1107,0,0.2672415148236223
1108,1,0.7059206122935436
1109,0,0.16551185066551494
1110,1,0.9231573209940365
1111,0,0.11746129765830689
1112,1,0.8458581697869457
1113,0,0.11746129765830689
1114,1,0.8395877985890525
1115,0,0.11709647505450593
1116,1,0.7822391394012748
1117,1,0.6440605330560745
1118,0,0.11709647505450593
1119,1,0.7059206122935436
1120,0,0.09851932779346821
1121,0,0.12256116352564222
1122,0,0.22516944470763817
1123,1,0.9063294168774798
1124,0,0.10645415194245347
1125,0,0.10423850266473998
1126,0,0.41098659615448346
1127,0,0.11709647505450593
1128,0,0.24658355496160178
1129,0,0.16796746834194826
1130,1,0.8475934701098401
1131,1,0.9652042849983179
1132,1,0.7822391394012748
1133,1,0.8924774201009805
1134,0,0.38760514526312423
1135,0,0.11709647505450593
1136,0,0.11893829435332716
1137,0,0.2672415148236223
1138,1,0.8634458336669258
1139,0,0.23715654613053092
1140,1,0.8857457632710559
1141,1,0.527398103311477
1142,1,0.792451900482696
1143,0,0.12070246475531274
1144,0,0.380854268340287
1145,0,0.11746129765830689
1146,0,0.11746129765830689
1147,0,0.11709647505450593
1148,0,0.10423850266473998
1149,0,0.11746129765830689
1150,1,0.8475934701098401
1151,0,0.11709647505450593
1152,0,0.13335517136123679
1153,0,0.11709647505450593
1154,1,0.8857457632710559
1155,1,0.6766618948554286
1156,0,0.13490796388034423
1157,0,0.11709647505450593
1158,0,0.1322990613477938
1159,0,0.11709647505450593
1160,0,0.42221660982849996
1161,0,0.11746129765830689
1162,0,0.35488370998185526
1163,0,0.10423850266473998
1164,1,0.9247784989292004
1165,1,0.7333537338619935
1166,0,0.12897368232486173
1167,1,0.8857457632710559
1168,0,0.11944346673555561
1169,0,0.12562207993483016
1170,0,0.12562207993483016
1171,0,0.11944346673555561
1172,0,0.42221660982849996
1173,1,0.9233968489552187
1174,1,0.7059206122935436
1175,1,0.734284888030411
1176,1,0.690303382318484
1177,0,0.11576008380703012
1178,0,0.11709647505450593
1179,0,0.29996039094007965
1180,0,0.12897368232486173
1181,0,0.11746129765830689
1182,0,0.2672415148236223
1183,0,0.3653562022002176
1184,0,0.12897368232486173
1185,0,0.24926345282704454
1186,0,0.11746129765830689
1187,0,0.11709647505450593
1188,1,0.8529428111552453
1189,0,0.1164488511965193
1190,0,0.2672415148236223
1191,0,0.11709647505450593
1192,0,0.11709647505450593
1193,0,0.11013351986113873
1194,0,0.12562207993483016
1195,0,0.11746129765830689
1196,1,0.7059206122935436
1197,1,0.9183462709465267
1198,0,0.2681626862294358
1199,1,0.7941920796995018
1200,0,0.23518589277866506
1201,0,0.3016638976904106
1202,0,0.11746129765830689
1203,0,0.16796746834194826
1204,0,0.11709647505450593
1205,1,0.6178636558616539
1206,1,0.9231573209940365
1207,1,0.7274266025973909
1208,0,0.32009917569953444
1209,0,0.11944346673555561
1210,0,0.11709647505450593
1211,0,0.20071044545518082
1212,0,0.11709647505450593
1213,0,0.16796746834194826
1214,0,0.12256116352564222
1215,0,0.3215977148483049
1216,1,0.9226998002555667
1217,0,0.10645415194245347
1218,1,0.8745165969938146
1219,0,0.35488370998185526
1220,0,0.12562207993483016
1221,0,0.12256116352564222
1222,1,0.8768100401805768
1223,0,0.4147702005407068
1224,0,0.12897368232486173
1225,1,0.734867191035913
1226,0,0.11709647505450593
